id,age,gender,height,weight,body_fat,diastolic,systolic,grip_force,sit_bend_forward,sit_ups,broad_jump
1915,21,M,180.9,77.7,16.1,92.0,153,43.6,9.1,43.0,215.0
12841,26,M,172.6,61.4,12.8,79.0,132,42.4,8.4,48.0,238.0
7495,22,M,179.3,61.2,14.2,77.0,152,39.5,11.7,53.0,250.0
13373,29,M,173.1,76.8,21.3,72.0,129,48.2,13.7,44.0,192.0
2639,22,M,174.4,69.3,18.0,73.0,131,33.9,16.7,55.0,242.0
12922,39,F,164.8,52.8,16.6,85.0,136,24.3,19.7,20.0,140.0
1697,25,M,168.7,74.0,21.4,82.0,130,39.7,14.1,45.0,158.0
10793,27,M,170.2,76.3,23.4,76.0,129,48.1,8.0,49.0,204.0
7842,27,M,173.1,68.4,16.7,75.0,119,36.2,12.2,44.0,240.0
430,39,F,161.5,52.0,26.4,67.0,118,23.6,22.5,20.0,188.0
7651,30,M,170.0,50.3,13.9,99.0,152,39.9,5.3,39.0,225.0
4482,26,F,164.1,60.2,33.7,81.0,127,26.1,17.6,51.0,178.0
7040,52,F,152.1,49.5,30.0,79.0,130,19.7,25.5,41.0,110.0
5585,27,M,182.1,82.6,18.8,97.0,154,47.8,18.9,53.0,260.0
7706,58,M,164.2,63.7,19.5,77.0,123,31.8,12.4,52.0,193.0
10014,63,M,171.8,66.9,21.9,80.0,144,39.3,11.7,28.0,168.0
5747,47,M,169.9,75.1,22.2,89.0,129,46.6,16.8,31.0,214.0
9559,46,M,177.4,76.2,21.0,82.0,129,43.5,19.0,49.0,227.0
3423,22,M,171.2,59.9,18.7,81.0,148,43.2,11.4,45.0,242.0
12272,35,M,170.9,64.5,24.1,72.0,115,44.1,5.8,50.0,190.0
790,32,M,176.1,75.5,18.4,86.0,148,55.7,6.6,53.0,210.0
7453,62,F,161.2,58.1,32.1,75.0,154,27.6,12.0,7.0,108.0
2602,32,M,170.7,73.4,19.1,87.0,140,48.1,8.4,40.0,190.0
1309,38,M,175.4,76.9,22.1,94.0,139,41.4,15.9,52.0,220.0
9856,28,M,164.0,66.2,24.3,84.0,137,39.3,5.3,53.0,212.0
10653,59,M,160.7,56.8,18.2,90.0,142,29.1,15.9,45.0,187.0
2371,48,M,190.0,85.9,6.2,90.0,120,56.9,16.8,39.0,219.0
7180,57,M,163.2,61.2,26.4,92.0,143,35.7,9.5,31.0,173.0
5262,61,M,168.4,72.1,21.5,89.0,153,39.1,4.1,40.0,158.0
1509,38,M,168.2,75.4,21.2,86.0,150,26.4,10.9,43.0,221.0
3909,41,F,162.1,54.5,32.8,86.0,138,21.7,12.5,33.0,145.0
7390,64,M,174.6,65.3,17.2,77.0,128,38.3,11.8,27.0,158.0
9876,26,M,180.1,74.8,22.4,90.0,138,36.5,5.5,53.0,228.0
5020,27,M,167.9,62.3,18.1,80.0,120,30.1,8.8,42.0,217.0
262,21,M,187.9,74.7,21.06,73.0,123,44.7,7.7,45.0,221.0
9403,35,F,163.2,61.2,36.8,74.0,102,23.9,22.9,22.0,167.0
10058,62,F,149.2,49.6,31.4,90.0,159,21.5,23.5,12.0,121.0
13376,22,M,179.8,82.0,12.4,79.0,142,50.1,14.2,42.0,201.0
11746,44,F,159.9,52.7,26.4,69.0,108,19.3,14.8,38.0,108.0
1688,46,M,170.9,74.36,19.6,96.0,135,51.4,7.3,39.0,209.0
3576,55,M,163.8,68.58,23.0,95.0,149,35.6,13.5,35.0,181.0
10375,23,M,169.6,62.4,11.8,78.0,130,38.0,19.4,45.0,246.0
2143,26,M,187.9,95.4,12.4,95.0,150,53.2,19.3,47.0,227.0
7550,25,M,169.8,70.0,16.9,62.0,136,43.7,8.0,49.0,211.0
12204,36,M,181.2,72.3,17.0,94.0,157,41.4,10.3,53.0,215.0
5177,28,F,161.1,59.3,32.1,99.0,131,25.5,12.9,26.0,174.0
9500,24,F,164.1,59.9,34.0,70.0,126,21.4,16.6,27.0,179.0
7120,61,M,172.9,75.0,23.7,69.0,136,36.8,14.8,37.0,175.0
11946,26,M,176.2,83.6,24.9,75.0,140,51.8,5.9,43.0,206.0
7571,55,M,172.3,56.28,19.2,78.0,115,30.8,20.5,23.0,180.0
3363,22,M,178.7,76.4,13.1,93.0,140,50.4,20.4,53.0,230.0
6030,62,F,166.0,59.4,29.4,90.0,130,25.4,15.2,20.0,101.0
13286,27,M,175.4,86.7,22.2,75.0,133,54.7,27.8,47.0,214.0
7733,58,M,168.7,69.4,27.2,87.0,158,38.6,13.0,36.0,191.0
12202,38,M,189.0,79.2,14.9,88.0,130,42.2,8.0,41.0,258.0
2980,58,F,151.9,54.3,27.6,76.0,146,33.0,14.1,13.0,132.0
12652,44,M,170.0,70.0,20.0,76.0,121,43.1,21.0,49.0,194.0
2652,51,M,168.2,73.1,24.4,61.0,144,41.1,7.6,36.0,213.0
12997,25,F,165.2,61.4,32.6,67.0,117,24.4,13.2,36.0,135.0
11742,43,F,157.3,55.2,21.8,73.0,119,33.1,23.0,22.0,150.0
10873,30,M,174.1,70.8,20.9,77.0,117,39.4,11.9,35.0,205.0
8338,21,M,178.3,62.8,14.9,80.0,154,35.3,16.6,61.0,239.0
12437,60,M,168.0,62.6,20.4,72.0,109,37.4,6.0,32.0,159.0
10322,22,M,176.7,72.4,17.7,80.0,119,44.8,6.8,50.0,220.0
4335,56,F,156.6,60.4,32.5,81.0,138,24.2,21.2,10.0,140.0
4956,21,F,167.5,53.4,25.9,79.0,123,26.8,12.2,47.0,202.0
12299,29,M,178.1,78.9,11.6,80.0,138,53.6,17.7,52.0,226.0
3662,41,M,174.4,73.9,22.8,81.0,135,49.8,18.5,33.0,226.0
2036,28,M,161.9,61.7,11.1,72.0,120,41.4,10.0,56.0,250.0
11592,34,M,172.0,69.8,18.8,82.0,127,39.9,12.1,36.0,218.0
8950,26,M,164.5,56.1,8.1,71.0,117,39.1,27.5,43.0,241.0
1421,23,M,178.4,68.0,11.2,70.0,129,45.8,8.4,48.0,225.0
11365,50,M,166.5,71.2,24.7,85.0,125,44.5,18.3,43.0,208.0
11892,28,M,177.2,73.6,24.0,70.0,130,38.9,8.3,42.0,210.0
4416,29,M,176.6,73.9,19.3,91.0,139,36.5,13.7,53.0,229.0
1295,54,M,172.0,69.2,18.9,93.0,143,36.7,19.5,43.0,183.0
8018,23,F,164.5,47.4,19.4,70.0,113,18.5,10.2,23.0,176.0
12605,21,M,170.0,62.0,17.1,80.0,120,38.4,18.5,50.0,230.0
6331,64,M,164.5,62.9,21.0,92.0,136,43.0,6.5,30.0,154.0
1264,22,M,172.6,66.5,11.9,69.0,127,31.4,10.5,48.0,203.0
439,36,F,156.1,48.9,21.8,89.0,133,28.3,24.5,30.0,166.0
8574,24,F,166.4,60.4,30.7,74.0,119,31.2,14.1,41.0,165.0
8640,26,M,183.5,78.1,13.4,67.0,129,44.5,9.0,47.0,217.0
11785,27,M,175.1,82.7,23.1,80.0,136,41.7,19.2,62.0,240.0
12855,26,F,157.8,57.1,37.9,84.0,127,28.1,20.0,48.0,155.0
13178,43,M,170.4,60.8,15.4,77.0,120,44.2,12.2,33.0,227.0
2577,38,F,157.5,55.6,34.2,60.0,94,25.3,15.0,23.0,165.0
2914,22,F,149.8,50.8,33.8,69.0,126,20.5,19.9,25.0,133.0
1299,39,F,163.7,59.6,33.3,85.0,132,24.0,13.7,24.0,142.0
5688,38,F,159.0,52.96,31.2,55.0,99,22.5,18.6,19.0,141.0
1845,22,M,171.4,59.9,14.9,75.0,136,37.8,9.4,50.0,199.0
3353,58,M,164.1,59.5,23.2,57.0,91,32.6,7.4,31.0,109.0
9158,26,M,176.4,68.6,21.4,95.0,130,40.0,6.8,46.0,245.0
13163,62,M,175.9,59.34,22.2,90.0,154,32.6,3.3,22.0,144.0
7299,43,F,157.0,54.0,23.2,70.0,114,21.6,14.5,39.0,140.0
4577,60,M,167.3,77.5,23.5,83.0,158,36.1,5.3,35.0,185.0
696,32,F,153.6,49.4,31.9,66.0,115,19.6,24.8,33.0,135.0
8508,44,F,159.0,57.4,33.9,99.0,137,26.3,16.2,40.0,144.0
340,22,M,175.8,73.3,17.5,83.0,120,50.5,7.2,43.0,232.0
9625,32,F,157.0,47.3,32.5,80.0,120,15.1,15.3,30.0,166.0
4757,28,M,176.6,82.2,20.7,83.0,126,40.9,17.6,46.0,0.0
13190,22,M,167.7,68.5,14.7,91.0,156,42.2,8.8,56.0,171.0
1589,60,M,177.6,69.3,28.3,81.0,159,38.8,11.3,29.0,146.0
13377,60,M,173.0,71.3,18.3,93.0,154,34.5,2.7,33.0,149.0
3918,56,F,152.3,46.9,25.4,70.0,141,14.6,14.0,14.0,124.0
948,64,M,176.1,81.1,23.8,77.0,142,44.2,14.0,29.0,169.0
11327,36,M,174.2,80.4,22.2,78.0,121,41.6,17.6,38.0,217.0
9472,22,M,173.2,62.0,11.4,87.0,119,32.1,15.8,55.0,247.0
6954,27,M,180.7,86.5,22.9,71.0,129,55.4,19.5,42.0,241.0
6143,26,M,165.7,58.9,17.4,69.0,121,41.6,11.7,57.0,211.0
155,33,M,178.0,74.66,19.0,96.0,135,43.1,18.6,37.0,198.0
7440,48,M,168.0,76.3,23.8,87.0,146,45.2,9.3,33.0,182.0
4181,50,F,158.5,66.7,30.5,87.0,158,24.7,14.8,15.0,142.0
159,27,M,173.5,65.3,14.3,76.0,137,39.1,12.1,46.0,229.0
4484,34,M,175.0,74.1,23.2,79.0,121,41.7,15.8,45.0,195.0
12434,52,M,172.4,71.3,23.6,86.0,128,42.3,10.0,34.0,200.0
2800,49,M,174.2,74.2,19.9,88.0,142,47.6,20.3,51.0,221.0
29,36,M,176.0,81.3,24.5,81.0,139,46.2,8.1,54.0,232.0
366,23,M,178.6,83.9,17.9,76.0,123,48.5,16.6,43.0,243.0
890,49,M,176.9,73.2,17.9,75.0,124,53.9,17.5,50.0,219.0
10170,25,M,175.0,70.1,13.9,78.0,122,42.0,16.2,44.0,247.0
3776,31,M,174.2,76.9,17.8,83.0,146,52.5,7.1,53.0,230.0
11764,54,M,174.5,73.7,20.8,74.0,133,32.1,16.8,45.0,165.0
2738,30,M,176.6,92.3,24.5,87.0,130,54.7,13.9,41.0,227.0
759,25,M,162.9,60.3,27.4,69.0,108,35.1,9.5,38.0,195.0
7293,23,M,177.1,66.7,13.0,77.0,127,39.7,15.5,57.0,205.0
9862,61,M,163.9,55.5,20.3,78.0,135,31.1,18.6,32.0,160.0
10077,23,F,164.4,62.1,31.5,90.0,137,22.8,15.4,33.0,177.0
1650,39,M,167.1,65.1,15.5,87.0,135,34.9,14.3,34.0,214.0
2492,21,M,171.9,67.3,19.9,69.0,135,36.7,21.9,50.0,229.0
7952,31,M,178.5,80.4,14.8,85.0,137,40.7,28.8,57.0,240.0
897,21,F,162.0,48.3,21.3,85.0,119,24.0,24.0,28.0,139.0
8496,41,M,173.7,66.82,13.3,60.0,122,46.2,10.1,32.0,219.0
916,31,M,172.2,64.1,15.7,68.0,103,33.3,10.8,37.0,200.0
1676,31,F,167.1,59.2,26.6,73.0,113,27.3,14.4,22.0,138.0
12932,44,F,164.8,70.1,31.6,80.0,134,26.2,15.8,25.0,140.0
4406,26,M,175.2,69.4,17.8,91.0,132,48.2,11.5,45.0,215.0
976,39,F,161.2,49.2,21.2,45.0,92,23.5,17.3,28.0,137.0
1349,27,M,180.9,82.3,23.2,95.0,152,49.6,15.4,46.0,225.0
10992,49,M,163.8,67.1,23.6,69.0,106,37.0,11.4,35.0,200.0
705,55,M,172.9,67.5,18.7,70.0,113,42.4,8.0,32.0,183.0
2727,26,F,166.5,58.1,27.5,80.0,137,22.8,13.7,31.0,172.0
11643,51,F,151.3,56.5,37.9,81.0,145,23.3,14.7,18.0,148.0
12587,22,F,160.7,54.7,26.6,74.0,125,30.6,21.4,24.0,179.0
5411,32,F,169.0,65.2,31.6,80.0,110,36.4,12.2,46.0,170.0
220,49,M,176.2,73.3,22.2,88.0,147,45.0,9.9,33.0,223.0
8804,26,M,171.6,74.7,24.5,82.0,115,40.0,12.6,47.0,204.0
2771,21,M,165.1,64.76,25.0,84.0,124,32.6,16.8,46.0,197.0
12247,26,M,178.7,80.0,19.9,65.0,127,45.2,14.3,51.0,200.0
4560,30,M,163.5,73.8,21.8,75.0,128,46.2,9.1,63.0,226.0
4864,24,M,170.2,67.0,18.6,93.0,131,40.9,21.7,57.0,204.0
11852,36,M,176.0,89.8,24.7,90.0,152,45.2,13.2,44.0,213.0
9486,40,M,178.5,70.5,17.5,74.0,118,42.6,17.0,33.0,215.0
1757,50,F,150.9,49.5,26.3,67.0,109,19.4,11.9,24.0,132.0
2016,31,M,174.5,74.0,22.3,87.0,129,40.0,23.0,37.0,211.0
2470,37,M,179.7,79.3,22.9,89.0,155,41.2,16.8,45.0,210.0
97,50,F,158.4,57.2,32.0,69.0,134,21.1,18.6,17.0,136.0
10028,26,M,166.8,70.7,19.3,83.0,126,42.0,6.5,54.0,202.0
7016,59,M,163.5,65.7,24.5,92.0,152,37.3,13.7,27.0,165.0
2831,59,F,156.9,49.3,27.9,95.0,156,21.3,27.6,25.0,105.0
9015,21,M,166.5,63.6,18.2,91.0,140,37.0,10.5,52.0,241.0
269,38,M,172.3,71.6,15.5,65.0,111,47.4,6.2,47.0,230.0
10046,32,M,172.3,77.6,22.6,83.0,140,43.9,8.9,36.0,208.0
1136,28,M,165.5,64.9,16.9,61.0,108,37.9,7.5,51.0,243.0
8784,47,M,173.0,72.8,17.4,80.0,120,44.6,14.9,42.0,178.0
11264,42,M,173.2,65.8,25.0,77.0,142,37.5,4.8,37.0,176.0
12338,26,F,160.6,53.4,32.4,71.0,127,24.8,24.4,37.0,128.0
13374,64,M,165.6,52.1,11.0,71.0,119,32.2,12.1,21.0,146.0
8180,58,F,152.5,51.9,25.3,70.0,113,23.8,21.0,20.0,100.0
7850,27,M,179.6,80.9,18.2,94.0,157,49.9,15.0,63.0,229.0
11126,22,M,172.0,66.8,17.5,80.0,137,46.1,22.5,55.0,200.0
741,61,M,177.8,78.1,15.1,71.0,127,51.9,3.5,47.0,140.0
6287,63,F,151.6,49.62,37.1,95.0,156,20.3,14.9,15.0,51.0
7053,59,M,164.6,57.2,18.6,88.0,154,32.9,16.1,25.0,184.0
12045,31,M,172.3,76.0,17.6,88.0,155,46.2,18.8,52.0,202.0
8705,26,M,167.7,69.9,19.1,98.0,157,33.4,8.2,59.0,202.0
10304,38,M,166.9,65.8,23.4,79.0,130,38.3,15.8,42.0,225.0
9951,31,M,170.3,76.3,16.3,81.0,138,37.3,11.6,41.0,212.0
4679,61,F,167.5,55.1,26.1,70.0,139,19.7,14.4,12.0,156.0
4661,25,M,171.0,62.0,15.8,68.0,132,45.3,6.0,40.0,235.0
762,21,M,179.1,70.5,12.0,96.0,154,46.5,9.3,47.0,240.0
179,25,F,158.1,57.9,31.5,61.0,117,24.5,13.7,59.0,157.0
12844,39,F,157.2,57.4,31.6,85.0,134,28.1,19.0,33.0,160.0
3021,21,M,174.9,65.4,15.8,72.0,106,44.4,9.6,49.0,239.0
12795,48,M,171.9,73.4,27.0,87.0,133,33.1,12.7,30.0,194.0
8000,25,M,181.8,92.44,23.3,78.0,136,40.6,10.5,48.0,237.0
9815,49,F,153.0,53.1,35.3,62.0,104,25.7,14.2,16.0,124.0
9414,43,M,177.4,85.3,17.4,93.0,142,46.6,14.9,55.0,211.0
4445,51,M,175.1,74.1,16.9,84.0,154,46.4,7.3,46.0,214.0
6820,27,F,158.8,50.7,22.9,90.0,140,22.9,11.0,48.0,185.0
12811,48,M,171.0,62.7,16.0,65.0,140,36.5,9.0,32.0,176.0
5284,27,M,176.9,76.6,13.5,81.0,137,53.5,32.0,56.0,262.0
3192,38,M,175.6,74.5,22.5,83.0,134,42.7,4.6,37.0,235.0
913,51,M,165.7,58.1,17.9,94.0,145,36.3,12.1,29.0,200.0
8030,51,F,151.0,50.2,28.5,54.0,100,20.9,17.8,13.0,131.0
12523,31,M,172.5,69.0,26.5,88.0,132,36.4,16.8,36.0,184.0
5962,23,F,165.4,52.4,23.2,65.0,110,26.5,13.7,32.0,147.0
7678,21,F,164.9,57.1,33.3,69.0,108,32.7,18.9,27.0,117.0
202,24,M,163.9,64.8,23.6,94.0,141,39.7,13.2,47.0,224.0
2286,51,F,167.2,58.52,27.3,80.0,128,19.6,12.8,21.0,165.0
157,21,F,160.9,61.4,36.5,71.0,103,27.3,20.8,47.0,169.0
5236,32,M,179.2,83.4,22.6,90.0,144,44.8,5.9,58.0,221.0
8775,48,M,172.7,85.0,23.9,90.0,138,44.4,15.4,47.0,201.0
1341,28,M,175.1,69.6,24.0,85.0,128,41.7,16.3,38.0,210.0
8489,26,F,167.0,57.5,28.0,70.0,105,24.1,31.8,22.0,156.0
7384,43,M,175.4,81.8,24.0,80.0,119,42.7,8.3,38.0,209.0
11870,53,F,162.7,64.2,33.0,78.0,125,26.5,13.0,23.0,140.0
435,22,M,172.9,76.3,20.7,89.0,139,56.4,13.9,49.0,212.0
8820,44,M,169.1,75.9,24.2,75.0,101,37.5,9.6,60.0,206.0
7067,37,F,168.8,57.6,23.1,83.0,126,29.6,16.5,22.0,165.0
1004,23,M,174.2,68.2,19.4,83.0,141,41.9,15.3,48.0,213.0
3102,55,F,165.2,70.98,28.7,83.0,142,21.6,24.5,27.0,87.0
8373,37,M,179.0,80.7,21.2,74.0,126,51.9,5.0,36.0,240.0
10397,23,M,170.0,68.2,23.0,77.0,118,40.0,6.6,52.0,184.0
3388,26,M,182.2,79.3,21.8,86.0,145,39.2,17.8,45.0,235.0
1817,34,F,147.8,46.5,30.7,58.0,114,18.7,18.7,24.0,68.0
1033,41,F,168.1,62.5,25.5,72.0,137,26.4,24.8,23.0,164.0
11325,60,F,156.2,60.7,36.2,97.0,151,23.5,20.7,10.0,109.0
10235,42,M,185.6,83.0,19.2,75.0,118,44.1,5.3,45.0,224.0
11498,46,M,162.7,64.1,20.2,94.0,151,35.5,9.0,33.0,176.0
12190,22,M,174.1,71.5,17.9,70.0,126,40.5,15.8,48.0,192.0
7556,26,M,170.7,61.5,12.4,69.0,127,36.9,7.4,38.0,215.0
12818,21,M,185.0,79.94,11.8,72.0,125,47.3,19.4,47.0,266.0
11666,23,M,172.5,72.8,17.3,60.0,119,37.0,14.1,55.0,198.0
561,37,M,173.4,70.0,22.5,97.0,137,46.1,6.8,39.0,228.0
5059,46,M,168.5,65.6,24.0,98.0,155,55.1,21.4,35.0,220.0
7824,41,M,178.0,84.2,22.1,99.0,123,45.7,23.4,35.0,255.0
4544,22,M,174.4,74.1,18.9,63.0,128,42.5,22.5,61.0,234.0
9205,45,M,180.0,76.0,29.0,84.0,134,52.0,8.0,31.0,190.0
4169,26,M,179.3,84.3,19.3,87.0,150,45.9,9.8,52.0,211.0
1439,24,M,175.0,65.0,18.4,73.0,122,46.7,12.5,45.0,226.0
5254,29,M,180.4,79.1,24.1,85.0,142,46.4,7.2,47.0,234.0
4762,23,M,183.4,82.6,15.0,64.0,144,45.9,6.2,52.0,245.0
3804,43,M,174.3,72.7,24.6,85.0,130,43.9,14.7,46.0,211.0
5816,39,M,181.4,84.9,21.2,72.0,125,51.7,17.3,41.0,203.0
12561,36,M,178.4,88.2,21.6,88.0,150,44.1,22.7,50.0,233.0
3406,22,M,175.8,64.58,13.8,86.0,143,49.1,11.0,59.0,214.0
12136,37,M,184.8,84.4,15.3,87.0,130,58.7,18.4,41.0,278.0
11437,28,M,173.2,73.7,22.7,78.0,130,40.7,5.3,45.0,202.0
11441,36,F,153.9,48.1,19.4,71.0,118,21.3,24.5,25.0,125.0
1248,39,M,180.8,85.9,23.4,94.0,142,51.4,21.1,50.0,221.0
3159,64,F,156.3,53.8,33.9,68.0,124,23.3,11.8,13.0,106.0
1316,22,M,175.7,69.1,8.6,72.0,130,46.4,18.9,44.0,252.0
2451,38,F,162.0,63.0,42.6,81.0,123,24.0,15.1,22.0,129.0
6879,27,M,171.2,63.74,19.6,73.0,142,39.6,15.4,44.0,201.0
8242,34,M,176.3,75.5,21.9,94.0,148,41.7,20.8,38.0,196.0
9528,33,M,184.3,83.3,16.2,92.0,144,41.0,15.7,47.0,246.0
9315,30,M,173.3,67.5,20.6,78.0,124,38.7,7.0,54.0,244.0
10452,26,M,177.5,79.2,22.9,82.0,126,57.1,9.5,51.0,234.0
4784,29,F,170.6,68.2,26.8,78.0,135,30.3,20.0,24.0,149.0
13296,64,M,174.8,72.5,18.8,71.0,130,32.4,10.5,24.0,170.0
2799,34,M,173.0,73.0,20.3,81.0,133,49.3,12.2,38.0,235.0
13275,24,F,160.4,52.0,26.5,64.0,96,28.3,26.0,25.0,127.0
10454,45,F,157.9,54.5,24.7,66.0,98,29.9,23.3,28.0,151.0
6042,25,M,181.3,69.3,12.9,87.0,136,43.3,19.7,56.0,199.0
11124,63,M,163.1,61.5,24.9,61.0,107,36.3,9.7,22.0,178.0
10411,30,M,176.2,76.1,20.4,75.0,121,47.3,11.5,60.0,201.0
10682,25,F,166.6,51.98,20.2,67.0,118,26.1,12.5,34.0,166.0
3684,56,M,168.8,74.7,24.2,89.0,159,34.6,4.3,34.0,178.0
8456,23,M,170.0,60.4,16.4,70.0,120,28.4,7.8,49.0,225.0
2798,27,M,171.4,67.3,22.5,93.0,137,34.9,15.5,51.0,214.0
11386,59,M,174.9,68.7,19.9,87.0,151,43.5,21.1,36.0,188.0
3144,28,M,187.2,82.7,14.0,80.0,125,50.9,12.7,54.0,212.0
7727,39,F,161.5,50.5,28.7,62.0,104,24.2,15.1,24.0,125.0
11121,37,M,167.9,70.7,24.7,94.0,125,29.9,8.8,40.0,206.0
8576,56,M,176.7,77.5,29.5,85.0,125,43.3,15.7,36.0,203.0
12961,25,M,177.1,80.6,20.7,73.0,138,48.2,6.4,50.0,229.0
9956,43,M,171.1,69.4,23.6,88.0,136,48.7,15.5,37.0,213.0
5982,24,M,171.7,78.1,21.1,88.0,141,50.2,21.6,42.0,239.0
12996,23,M,168.2,61.3,19.8,85.0,148,44.2,15.5,43.0,253.0
10438,21,M,177.2,64.5,7.7,69.0,125,37.2,10.9,54.0,237.0
1323,36,M,170.7,71.6,24.5,86.0,128,32.2,13.7,45.0,193.0
2129,58,M,168.4,63.8,23.0,70.0,133,33.5,4.3,24.0,186.0
3596,37,F,157.4,43.7,23.0,71.0,114,23.6,14.8,20.0,155.0
11976,46,M,175.9,83.1,22.5,80.0,123,45.9,8.4,46.0,201.0
6773,32,M,169.0,76.8,19.4,69.0,132,36.2,14.3,50.0,224.0
3342,25,M,168.2,63.0,25.9,69.0,141,34.7,5.7,47.0,193.0
3774,50,F,160.8,62.5,30.9,81.0,122,27.0,15.2,15.0,141.0
9418,53,M,165.8,66.5,23.3,79.0,143,41.5,15.6,31.0,200.0
8876,55,F,145.7,49.7,28.7,84.0,151,28.3,21.0,9.0,118.0
11510,52,M,164.9,65.9,19.0,75.0,126,44.5,8.7,36.0,177.0
1863,59,M,166.1,68.8,25.9,83.0,158,43.1,19.2,23.0,153.0
5974,27,M,173.4,72.1,19.3,88.0,129,46.2,13.4,44.0,231.0
13026,33,F,163.8,55.66,31.2,72.0,119,23.2,12.0,27.0,162.0
13382,28,M,166.5,61.7,22.6,87.0,144,38.9,13.9,44.0,208.0
3364,24,F,174.5,62.8,26.3,84.0,130,27.6,24.7,35.0,176.0
8830,37,M,173.7,76.1,21.8,74.0,129,41.0,7.2,45.0,201.0
2151,30,M,181.3,97.36,24.2,88.0,145,63.6,19.6,51.0,245.0
13314,26,F,157.9,56.58,29.6,69.0,113,20.1,18.9,39.0,157.0
8027,34,M,171.7,74.22,22.6,86.0,138,56.1,11.4,38.0,229.0
4859,23,F,162.6,64.3,30.1,81.0,123,25.9,13.2,35.0,142.0
11572,46,M,175.9,78.9,20.9,65.0,116,47.6,8.6,42.0,200.0
6935,26,M,181.6,73.1,15.6,74.0,122,34.0,16.9,53.0,237.0
6212,40,F,154.5,51.9,29.0,76.0,126,24.6,17.0,19.0,140.0
8278,35,M,178.3,78.3,25.2,75.0,126,46.4,5.0,38.0,215.0
1578,21,M,168.6,58.9,12.6,87.0,116,30.2,16.9,44.0,217.0
12586,21,F,165.3,61.5,26.1,68.0,114,24.6,20.0,24.0,153.0
7631,24,M,181.3,77.2,15.9,65.0,135,46.4,14.3,48.0,220.0
6304,32,M,174.0,78.4,23.2,91.0,153,45.3,14.5,48.0,220.0
8374,22,M,168.6,69.2,19.4,95.0,152,36.8,7.3,42.0,199.0
9050,43,F,161.3,61.2,24.1,70.0,117,28.6,15.4,52.0,196.0
8674,26,M,182.4,78.0,13.3,77.0,146,34.7,18.0,52.0,259.0
5574,50,M,172.5,74.2,27.2,88.0,143,41.3,8.0,31.0,179.0
10425,30,M,178.5,76.0,18.1,90.0,145,42.9,7.0,50.0,221.0
1921,37,M,168.6,62.5,19.9,80.0,121,43.8,4.6,52.0,190.0
7213,24,M,176.0,78.4,21.3,98.0,143,47.4,22.5,49.0,211.0
2708,63,F,153.9,51.0,26.0,80.0,159,24.3,15.6,24.0,137.0
5857,47,F,155.7,59.0,26.0,71.0,118,33.1,11.5,50.0,151.0
1827,28,M,172.2,71.9,23.0,75.0,144,46.9,10.9,46.0,211.0
8169,27,M,177.4,84.5,21.6,95.0,153,47.5,28.8,54.0,182.0
2687,21,F,164.0,62.1,33.0,77.0,135,32.0,28.9,27.0,194.0
9749,28,M,172.6,74.3,27.8,76.0,131,40.4,25.5,46.0,200.0
12899,22,M,180.2,79.6,14.2,95.0,153,43.0,25.2,50.0,260.0
362,23,F,167.2,54.8,24.5,80.0,110,29.0,19.5,39.0,175.0
2385,46,F,167.5,57.5,23.1,91.0,136,24.9,14.0,20.0,146.0
5353,21,M,172.6,82.1,23.1,101.0,152,41.2,11.1,48.0,215.0
13,27,F,156.0,53.9,35.5,69.0,116,23.1,13.1,28.0,144.0
7157,22,M,182.5,82.0,16.1,76.0,123,51.5,16.0,50.0,237.0
357,27,F,169.8,64.9,26.9,83.0,132,31.3,12.3,49.0,159.0
779,61,M,177.5,68.4,21.3,65.0,112,39.7,3.5,24.0,197.0
1371,21,M,185.3,72.0,16.0,67.0,120,41.3,8.0,52.0,260.0
1486,24,M,176.3,73.7,13.7,93.0,152,45.8,14.6,46.0,226.0
9192,60,M,165.3,67.7,18.9,90.0,148,37.5,3.6,36.0,162.0
7592,45,M,171.5,76.7,23.2,82.0,117,50.7,7.4,48.0,221.0
8893,22,F,158.7,50.5,31.3,51.0,102,18.5,12.8,32.0,151.0
654,35,F,151.7,44.1,26.6,87.0,128,20.2,15.2,21.0,113.0
4651,53,F,154.5,50.88,30.7,88.0,141,18.4,15.8,32.0,127.0
10399,30,M,173.2,64.4,15.1,81.0,137,41.6,5.2,50.0,220.0
2317,33,F,159.7,51.9,33.1,93.0,135,25.7,16.7,35.0,144.0
2543,28,M,179.6,66.0,23.6,85.0,139,40.8,5.6,38.0,213.0
12192,26,M,181.1,84.4,18.0,65.0,142,54.1,9.5,45.0,206.0
13310,23,M,170.7,70.7,15.7,75.0,127,50.8,23.0,59.0,240.0
7739,64,M,172.1,70.6,22.0,71.0,127,41.6,3.0,39.0,215.0
5264,41,M,172.5,65.8,17.4,92.0,124,51.7,11.3,32.0,220.0
6974,28,F,166.1,65.6,31.2,78.0,120,29.0,11.4,46.0,165.0
253,24,M,167.5,65.66,19.1,98.0,154,45.3,18.3,44.0,241.0
9861,48,M,182.8,75.7,27.7,90.0,138,48.6,11.8,43.0,182.0
11157,35,M,188.5,87.3,16.5,77.0,143,44.2,6.9,39.0,217.0
3014,52,M,182.0,80.7,22.3,98.0,153,43.2,8.6,41.0,185.0
2499,45,F,164.2,55.0,27.2,67.0,125,27.4,18.6,34.0,161.0
5559,31,M,164.6,66.6,25.1,87.0,124,43.1,6.5,43.0,218.0
